identifiant,obs,depenses_totales_2016,depenses_totales_2017,achats_combustibles_16,achats_gaz_16,achats_chauffage_16,achats_carburants_16,depenses_totales_achats_16,achats_combustibles_17,achats_gaz_17,achats_chauffage_17,achats_carburants_17,depenses_totales_achats_17,elu_charge_energie,personne_charge_energie,frequence_conso,temps_consacre_energie,statut,service_rattachement,autre_service_rattachement,realisation_batiment_rai,isolation_parois_rai,remplacement_ouvrants_rai,renovation_chaufferies_rai,regulation_energie_rai,telegestion_chaufferies_rai,miseenplace_eclairage_rai,amelioration_eclairage_public,releve_surfaces,tableau_de_bord,info_suivi_conso,optimisation_tarifs,amelioration_contrats,audit_energetique,sensibilisation,realisation_batiment_pai,isolation_parois_pai,remplacement_ouvrants_pai,renovation_chaufferies_pai,regulation_energie_pai,telegestion_chaufferies_pai,miseenplace_eclairage_pai,projection_amelioration_eclairag,projection_releve_surfaces,projection_tableau_de_bord,projection_info_suivi_conso,proj_optimisation_tarifs,proj_amelioration_contrats,proj_audit_energetique,proj_sensibilisation,organisme_tiers,type_organisme,autre_organisme,conso_fuel_domestique,depenses_fuel_domestique,conso_fuel_lourd,depenses_fuel_lourd,conso_gaz_naturel,depenses_gaz_naturel,conso_charbon,depenses_charbon,conso_butane,depenses_butane,conso_bois,depenses_bois,conso_rdc,depenses_rdc,conso_electricite,depenses_electricite,conso_eclairage_public,depenses_eclairage_public,depenses_carburant,depenses_totales,garantie_electricite,garantie_quantite,proportion_elec_renouvelable,gaz_achete,part_gaz_renouvable,longueur_voies_17,points_lampes_sodium,points_lampes_vapeur,points_LED,points_lampes_halogenures,points_lampes_solaires,points_autres_lampes,total_point_lumineux_17,puissance_elec_totale,part_extinction_nocturne,heures_parc_eteint,part_gradation_intensite
2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.908,0.915254051,0,,,,,,,,,,,,,,,,,,
2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.818,42.36918918,0,0,5.247050492,,,,,,,,,,,,,,,,,,
2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.935,13.40912,0,0,0,0,0,0,0,0,0,0,0,0,353.674,56.9621488,265.846,35.97574238,4.519791242,,,,,,,,,,,,,,,,,,
2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.861,0.21996,0,0,121.822,8.859070958,0,0,0,0,0,0,0,0,311.81,55.68510948,0,0,13.64547,,,,,,,,,,,,,,,,,,
2339,2922,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.656,0.743300371,0,0,0,0,0,0,0,0,0,0,0,0,238.652,44.95869329,481.591,70.44919795,12.99201,,,,,,,,,,,,,,,,,,
2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.569,4.305535912,91.964,12.13106571,0,,,,,,,,,,,,,,,,,,
2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.781,8.831027013,0,,,,,,,,,,,,,,,,,,
2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.255,25.201387,0,0,4.87409,,,,,,,,,,,,,,,,,,
2344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.834,41.85905895,0,0,13.77068017,,,,,,,,,,,,,,,,,,
2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8.275,0.949421333,0,0,0,0,0,0,0,0,411.54,71.45959892,0,0,8.53843354,,,,,,,,,,,,,,,,,,
2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,66.463,4.445921326,0,0,82.515,9.61722,0,0,0,0,429.701,77.26700085,469.796,71.01161259,10.5609661,,,,,,,,,,,,,,,,,,
2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.563,29.99132717,0,,,,,,,,,,,,,,,,,,
2348,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2349,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,48.881,2.7231855,0,0,0,0,0,0,0,0,29.715,4.81355,83.783,12.13193,0,,,,,,,,,,,,,,,,,,
2351,2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2352,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2353,2230,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
2354,1352,1,1,1,1,1,1,4,1,1,1,2,5,Non,"Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,Moins de 50%,Technicien (cadre B),Direction des services techniques,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,,,1,,1,,1,,0,,0,,0,,0,,1,,1,,,6,Non,,,Non,,,,,,,,,0,,,,
2355,909,319803.5,329250.9,0,9840.2,0,8520.5,18360.7,0,10722.2,0,587.6,11309.8,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé en partie seulement,Réalisé en partie seulement,Non,Oui,,Oui,,Non,Oui,Oui,,,,,,,,Non,,,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,17,,,,,,6,,,,,0,,0,,0,,0
2356,1638,3527,3614,0,138,114,19,271,0,127,129,19,275,"Oui, sans délégation explicite","Oui, un agent de votre [Q1Voustes]",Annuelle,,Technicien (cadre B),Direction générale des services,,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,,Oui,Oui,Non,,,10,2.3,0,0,2505,129,0,0,0,0,0,2.7,0,0,507,85,304,42,14,275,Non,,,Non,,28,595,0,249,0,0,0,844,84.4,0,,33
2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24.574,1.366141088,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.061,3.132536074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2359,1459,356,328,0,22,0,5.7,27.7,0,19.5,3.8,2.6,25.9,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,,,4.4,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,4.3,2.6,25.9,,,,,,15.7,,,149,,,,149,0,0,,0
2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.191,7.06756,82.363,10.74955,0,,,,,,,,,,,,,,,,,,
2361,699,1088,1092,0,31.7,31.7,3.6,67,0,43,46.5,4.3,93.8,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non,,,,,,,,,,,,,,,,
2362,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2091.364,107.5256437,0,0,0,0,0,0,0,0,671.609,102.07744,524.381,69.28595,0,,,,,,,,,,,,,,,,,,
2364,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2365,2419,546.7,724.3,0,34033.3,0,12192.3,46225.6,0,35000,0,17028.8,52028.8,Non,"Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,,Réalisé en partie seulement,Réalisé en partie seulement,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,,,18675,1522.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,9497.9,1446.3,12466.9,Non,,,,,6049,,,,,,,0,,,,
2366,2639,415,457,0,315453,69149,30526,415128,0,320387,99859,37135,457381,Non,"Oui, un agent de votre [Q1Voustes]",Mensuelle,Moins de 50%,Technicien (cadre B),Direction des services techniques,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé en partie seulement,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2367,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.638,4.107412653,0,0,0,0,0,0,0,0,0,0,0,0,68.314,10.56464,66.155,9.79093,0,,,,,,,,,,,,,,,,,,
2369,2227,233,330,0,25,0,1,26,0,27,0,2,29,"Oui, avec une délégation explicite","Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non,,,,,,,,,,,,,,,,
2370,2166,291236,327650,0,9302,0,9666,18968,0,9612,0,10011,19623,Non,"Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Un groupement de communes,,12000,8472,0,0,0,0,0,0,0,0,0,0,0,0,4642,4642,4970,4970,1980,20064,Non,,,,,3.5,103,,,,,,103,120,0,,50
2371,278,3171117.9,3367098.7,0,158096,84225,8290,250611,0,146872,93012,7348,247232,Non,"Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Un groupement de communes,,51.592,3.930115423,0,0,954.586,53.11897871,0,0,1.314,5.014296753,0,0,0,0,577.548,90.91629,449.71,61.54551,32.70680911,,,,,,,,,,,,,,,,,,
2372,67,1371.8,1360.8,0,76.8,4.7,10.7,92.2,0,74.1,4.6,15.6,94.3,Non,Non,,,,,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,,,16,11.6,0,0,0,0,0,0,0,0,0,0,0,0,307,53.9,0,0,4,69.5,Non,,,,,19,260,0,150,0,0,0,410,52,8,,40
2373,1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2374,1812,2112,2014,0,195,0,12,207,0,173,0,16,189,Non,Non,,,,,,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,4,2.7,0,0,382,22,0,0,0,0,0.2,7,0,0,702.8,106.4,319,43.1,6,187.2,Non,,,Non,,3.5,0,0,0,0,0,0,0,0,50,,0
2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.688,5.042038207,12.964,1.697392258,0,,,,,,,,,,,,,,,,,,
2376,2619,585.2,573.7,0,10.5,0.8,14.2,25.5,0,10.6,13.7,14.9,39.2,Non,Non,,,,,,,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2377,2362,2858,3087,0,126,49,12.8,187.8,0,127,57,31,215,Non,"Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Un autre organisme,Communauté de communes,23,17,0,0,918,20,0,0,0,0,0,0,0,0,365,69,402,54,8.6,168.6,Non,,,Non,,,,,,,,,0,90.1,0,,0
2378,2952,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
2379,2198,25773.3,23851.6,0,860.4,0,56.6,917,0,876.8,0,62,938.8,"Oui, sans délégation explicite","Oui, un agent de votre [Q1Voustes]",Mensuelle,75%,Technicien (cadre B),Direction des services techniques,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,,,0,0,0,0,5339.3,257.6,0,0,4.3,6.7,17.6,4.2,0,0,2182.9,342.2,1485.2,225.5,59.3,895.5,"Oui, en partie",376.6,25,Non,,85,3500,0,400,100,0,0,4000,464.1,87.5,,0
2380,2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.344,41.70523,275.599,35.91618,0,,,,,,,,,,,,,,,,,,
2382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0.037016056,0.526,0.065733981,0,,,,,,,,,,,,,,,,,,
2383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.551,3.71855,0,0,0,0,0,0,0,0,0,0,0,0,84.141,13.78762,62.322,9.02871,0,,,,,,,,,,,,,,,,,,
2384,1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2385,1192,874,875,0,32,0,33,65,0,32,0,2,34,Non,"Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,Moins de 50%,Technicien (cadre B),Direction des services techniques,,Réalisé en partie seulement,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Oui,,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,2000,2,0,0,0,31,0,0,0,0,0,0,0,0,0,32,2,17,2,84,Non,,,Non,,17,164,0,79,0,0,0,243,,,,
2386,616,2843961.7,2951105.3,0,143790.1,180971.3,12940.1,337701.5,0,147988.7,2940,10988.8,161917.5,Non,"Oui, un agent de votre [Q1Voustes]",Mensuelle,Moins de 50%,Agent administratif,Autre,service administratif,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,3700,2940,0,0,0,30437.7,0,0,0,0,1200,50578.8,3776,30412,0,52888.7,0,95706.3,10988.8,273952.3,Non,,,Non,,39.5,,,87,,,,87,,,,
2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,628.392,36.00272956,0,0,0,0,0,0,0,0,185.427,31.41317,201.24,29.07207,0,,,,,,,,,,,,,,,,,,
2388,237,5019.2,5089.3,0,270.1,7.6,12,289.7,0,282.1,14,12.1,308.2,Non,"Oui, un agent de votre [Q1Voustes]",Mensuelle,Moins de 50%,Ingénieur (cadre A),Direction des services techniques,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.08,9.074938119,0,0,487.852,25.7886815,0,0,0,0,0,0,0,0,43.425,9.12843,146.337,22.44739,0,,,,,,,,,,,,,,,,,,
2390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.854,5.849462838,0,0,0,0,0,0,47.614,3.463676429,0,0,0,0,0,0,4.225,0.57731,0,,,,,,,,,,,,,,,,,,
2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.268,5.7725,0,0,36.741,2.3453495,0,0,0,0,0,0,0,0,26.191,4.96497,89.018,12.39668,0,,,,,,,,,,,,,,,,,,
2392,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,495.501,28.573563,0,0,0,0,0,0,0,0,157.569,24.32248,180.351,26.8168,0,,,,,,,,,,,,,,,,,,
2394,2366,3563,3696,0,145,74,17.9,236.9,0,206,11.2,23.5,198.3,"Oui, sans délégation explicite","Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Un autre organisme,Communauté de communes,15.9,10.5,0,0,1487,83,0,0,0,0,0,0,0,0,444,78.5,391.6,56.3,12.1,240.4,Non,,,Non,,25,688,0,93,7,0,145,933,111.1,0,,0
